Graham Silverstone Stowe Racing Chronograph Automatic Men's Watch 2BLDC.B13A,"185,635.60",2,https://www.ebay.com/itm/Graham-Silverstone-Stowe-Racing-Chronograph-Automatic-Mens-Watch-2BLDC-B13A/293237125611?_trkparms=ispr%3D1&hash=item44464b71eb:g:SQgAAOSw1MhdTcgO&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qVzXETphLjEmYhBQvzSKUFQZlcxaD1djQI7kkWGPxS12AiJIKt%2Br9VK5zPtPZ%2BcmjM3SfMZQ7K524mHsW5Dn2%2BfL5IvoJZbRGbAtyL3s8QS1w2qn4uhwdwgqSjOWwhVpDJMOUg%2FWTG0sak1TARmhtXO8tW0Mz761VmlD9ubfVdpnFpGLomAym7RoZJloxATUUs9mCsObU3RYRoX7KdBtRHshdguAMsBXEu8%2Fvchz0fgg1IUurELHK6zBHyhj%2FAair2Hc7jALFX0k9G7o0hDGk6UGRB0QQbvqF6NPDzdCdBWjZ%2FTF7dQpi5M%2Bho7EwXfnfGYjlA8LUNd855ULXKHnsIADnIkUZlOgiHdnluZNfSgKz1IIAIk7kg%2F5mfMQiaq6Vu1pnVL34rtA0qK9KAMhPhrDvJdy2EL%2B2FR4XrtCxHsZ5Y%2BCFVTwTAZ7S%2BEo9V7tU1BPKD%2B4MO4c3PhWVwwJnPghBPFXEFn69oQmbUjwHKkfRWKotSdlzsrGVCKduA5Dl9rUhcEnQO5zl6EZaNz96OyTO4JPGkYq9UknqXY0Ycvh1oGW17S7eRyGNDPU1u3Edf57mLmue7NNe1Y6JfJx9nQ%2Bg9wPvMzW2gTQYhXfLMQuTjkXXZ6QcsWT9GJLQnMWCGGcNPZnonx0pldh8ItgKDMIowGstPGWeFWQgH8ZWviYbBuJZLRca8jSPywjBIOWGJqvSleC3nlilR%2BQM81b9UN&checksum=293237125611de8a6576b72d4cf69ea7869a1d118c56&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qVzXETphLjEmYhBQvzSKUFQZlcxaD1djQI7kkWGPxS12AiJIKt%2Br9VK5zPtPZ%2BcmjM3SfMZQ7K524mHsW5Dn2%2BfL5IvoJZbRGbAtyL3s8QS1w2qn4uhwdwgqSjOWwhVpDJMOUg%2FWTG0sak1TARmhtXO8tW0Mz761VmlD9ubfVdpnFpGLomAym7RoZJloxATUUs9mCsObU3RYRoX7KdBtRHshdguAMsBXEu8%2Fvchz0fgg1IUurELHK6zBHyhj%2FAair2Hc7jALFX0k9G7o0hDGk6UGRB0QQbvqF6NPDzdCdBWjZ%2FTF7dQpi5M%2Bho7EwXfnfGYjlA8LUNd855ULXKHnsIADnIkUZlOgiHdnluZNfSgKz1IIAIk7kg%2F5mfMQiaq6Vu1pnVL34rtA0qK9KAMhPhrDvJdy2EL%2B2FR4XrtCxHsZ5Y%2BCFVTwTAZ7S%2BEo9V7tU1BPKD%2B4MO4c3PhWVwwJnPghBPFXEFn69oQmbUjwHKkfRWKotSdlzsrGVCKduA5Dl9rUhcEnQO5zl6EZaNz96OyTO4JPGkYq9UknqXY0Ycvh1oGW17S7eRyGNDPU1u3Edf57mLmue7NNe1Y6JfJx9nQ%2Bg9wPvMzW2gTQYhXfLMQuTjkXXZ6QcsWT9GJLQnMWCGGcNPZnonx0pldh8ItgKDMIowGstPGWeFWQgH8ZWviYbBuJZLRca8jSPywjBIOWGJqvSleC3nlilR%2BQM81b9UN&checksum=293237125611de8a6576b72d4cf69ea7869a1d118c56
Graham Silverstone Stowe Classic Chronograph Automatic Men's Watch 2BLDC.B11A,"211,030.83", ,https://www.ebay.com/itm/Graham-Silverstone-Stowe-Classic-Chronograph-Automatic-Mens-Watch-2BLDC-B11A/283632346922?_trkparms=ispr%3D1&hash=item4209ce272a:g:WGYAAOSwP4RdSuZR&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qXCu1SNsSbZQoNa1mZaqCme1J1t0mOkFxfL%2BS%2F4Yuz5HCQyiqbv3PxCKIxRawVMurS19NOkZbJTU3QjU60zky7eEKvs4Qr7jwLxhPXiJxICjmNNiy7Zh6jJq9RCVJo%2FW7KiWUcz41hCXjXnzhDpEk5yYU6TCyiNC7xwMERR6n82kS%2Bl7Y10%2BiOcENFF6bXPlzFxZHfaICDQcf%2FjUaUjJPEaBD8OqhMaSe9fnwkE32RRF%2FxRZ57IZf536SnrD0E69jbPvBQlGidM56cTnerZsFVTrGrV2MD7Qx4PrCO151qLsoql9vKx6J8cdUgkcgzLOi%2BXbV0nCysB2cKYPq%2FainK58WyMmc2SybtBpMY0erC%2BX%2B2BMPZwCVI%2FVogRi%2F1IRkVeb4XQXYC6xIXepM9n%2BbGR0%2BaSZX6497f6ASoqHLeHLdP2FR4gWH3MRYfEAY0qUvlDV086lt4Qv%2BMPXdUo%2BiT8yLatp1krDxbcCvqxA01%2BYVKNR672s1j4qhb0WRHT4hS0IO4Gfvl6zP4IwrUVAnKwYdRZYZabl4LRtmfGyTW3Ju2ILDsxb4I1BEidCRbRmWU2Qxe%2BcIYN9w14BSnkQYTkFHx%2Bu9VcCe5FX8VjuxWLjqfUJRYhaoWaEBAUSl7bej%2BnxKOHg7ByXoIp83KwZWRHgJPgsEiUvq%2BQX%2BUuV%2BUZo5qXlr2aRiD5sj4Hm6ACGPaErymMfipIbQaBS9kfmvY3&checksum=283632346922de8a6576b72d4cf69ea7869a1d118c56&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qXCu1SNsSbZQoNa1mZaqCme1J1t0mOkFxfL%2BS%2F4Yuz5HCQyiqbv3PxCKIxRawVMurS19NOkZbJTU3QjU60zky7eEKvs4Qr7jwLxhPXiJxICjmNNiy7Zh6jJq9RCVJo%2FW7KiWUcz41hCXjXnzhDpEk5yYU6TCyiNC7xwMERR6n82kS%2Bl7Y10%2BiOcENFF6bXPlzFxZHfaICDQcf%2FjUaUjJPEaBD8OqhMaSe9fnwkE32RRF%2FxRZ57IZf536SnrD0E69jbPvBQlGidM56cTnerZsFVTrGrV2MD7Qx4PrCO151qLsoql9vKx6J8cdUgkcgzLOi%2BXbV0nCysB2cKYPq%2FainK58WyMmc2SybtBpMY0erC%2BX%2B2BMPZwCVI%2FVogRi%2F1IRkVeb4XQXYC6xIXepM9n%2BbGR0%2BaSZX6497f6ASoqHLeHLdP2FR4gWH3MRYfEAY0qUvlDV086lt4Qv%2BMPXdUo%2BiT8yLatp1krDxbcCvqxA01%2BYVKNR672s1j4qhb0WRHT4hS0IO4Gfvl6zP4IwrUVAnKwYdRZYZabl4LRtmfGyTW3Ju2ILDsxb4I1BEidCRbRmWU2Qxe%2BcIYN9w14BSnkQYTkFHx%2Bu9VcCe5FX8VjuxWLjqfUJRYhaoWaEBAUSl7bej%2BnxKOHg7ByXoIp83KwZWRHgJPgsEiUvq%2BQX%2BUuV%2BUZo5qXlr2aRiD5sj4Hm6ACGPaErymMfipIbQaBS9kfmvY3&checksum=283632346922de8a6576b72d4cf69ea7869a1d118c56
Graham Chronofighter Oversize Black Forest Chronograph Men's Watch - 2CCAU.B01A,"175,262.89", ,https://www.ebay.com/itm/Graham-Chronofighter-Oversize-Black-Forest-Chronograph-Mens-Watch-2CCAU-B01A/273762891388?_trkparms=ispr%3D1&hash=item3fbd8a367c:g:jJoAAOSwk25cW1om&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qV593NXyS5spYx5%2FCfsJmMTiCp949HyeoGotEzpQLJnvjEgk%2FLO0cvap1rIXSGILRIGy39yjlNa7Jpf1IPdTzmAa6xaHRJn4pN1%2FzkyvJJjQmHkMt8CQW6cF6m0SNtMc8ThsZv7WgPOFaD4ZvfviylD9dXP5vIp8mR5CNrOfeiY%2B00aAHuvF1t2MaLNPvqVdRonO9c7pArFNBpqdg%2BfQlVlSzWfyNlapOh7lOs6%2BKRQ5uTHQKeDibb75C6UcgZTuPcUlnws928nqeU2opyBpYzMjXnGNMOrYWiOlpvcotjDLkiKtNP0puY2hD4IKnmz9P6Fj9BkobSQldTPsiJtZ7pF6MK%2Bpf8XfYL%2FQ0Y7odItlIGBiUGkQ9OkHrBPxz33KtYcMj2sRhgJPOBpnhpNJCpH7kNTU7E%2BQpT5R%2BkYqRfVLVz1vzFhD8a2J1BDkyP3hw%2FjZgpogAj26VubVmbWqS%2Br6QtBLF9lLKA1rgjo7uj%2BcQAL0GYp4eOqW0wLZKSzMqPTgOaHSdzoMvjyj%2BZ6IoyNUssDbHOVIfZsyZ8vaRkytg8WRLCSJpzWLEXWWusdrWT%2FPHlyj9%2BLrmG%2FwAPeQxjD%2F1lUMIraOqJXJOGR5ApO1b41geNF5uWgO8RDiitECshBYtTMBr110SlxZ5qM%2B2fJllHIdNtp2QNHtUpn7WHnR6eG4OZw7yj1aOxDUWgQYfBw7PCK9Us%2BMFZX3Pfq2BBz&checksum=273762891388de8a6576b72d4cf69ea7869a1d118c56&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qV593NXyS5spYx5%2FCfsJmMTiCp949HyeoGotEzpQLJnvjEgk%2FLO0cvap1rIXSGILRIGy39yjlNa7Jpf1IPdTzmAa6xaHRJn4pN1%2FzkyvJJjQmHkMt8CQW6cF6m0SNtMc8ThsZv7WgPOFaD4ZvfviylD9dXP5vIp8mR5CNrOfeiY%2B00aAHuvF1t2MaLNPvqVdRonO9c7pArFNBpqdg%2BfQlVlSzWfyNlapOh7lOs6%2BKRQ5uTHQKeDibb75C6UcgZTuPcUlnws928nqeU2opyBpYzMjXnGNMOrYWiOlpvcotjDLkiKtNP0puY2hD4IKnmz9P6Fj9BkobSQldTPsiJtZ7pF6MK%2Bpf8XfYL%2FQ0Y7odItlIGBiUGkQ9OkHrBPxz33KtYcMj2sRhgJPOBpnhpNJCpH7kNTU7E%2BQpT5R%2BkYqRfVLVz1vzFhD8a2J1BDkyP3hw%2FjZgpogAj26VubVmbWqS%2Br6QtBLF9lLKA1rgjo7uj%2BcQAL0GYp4eOqW0wLZKSzMqPTgOaHSdzoMvjyj%2BZ6IoyNUssDbHOVIfZsyZ8vaRkytg8WRLCSJpzWLEXWWusdrWT%2FPHlyj9%2BLrmG%2FwAPeQxjD%2F1lUMIraOqJXJOGR5ApO1b41geNF5uWgO8RDiitECshBYtTMBr110SlxZ5qM%2B2fJllHIdNtp2QNHtUpn7WHnR6eG4OZw7yj1aOxDUWgQYfBw7PCK9Us%2BMFZX3Pfq2BBz&checksum=273762891388de8a6576b72d4cf69ea7869a1d118c56
Vacheron Constantin Overseas 42042 Mens Watch,"493,526.00", ,https://www.ebay.com/itm/Vacheron-Constantin-Overseas-42042-Mens-Watch/223542886930?_trkparms=ispr%3D1&hash=item340c31c212:g:XmcAAOSwCilc-pK7&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXO6wRGVKzLom9HJvD4Viuy5ADcKS2rj881CavxsHScQYbXeNLffF5uDZ%2FiqkkmoJAA%2FcVdvCHIQ1Vy5z1hpzdyusOqnycGeHRaWF%2BxYZEr0aqUFS0zymQFfs7xnQeKrFlavm%2BXfV8KJu3D4IWcPqeFoX1J13fCwpUd%2Bi4iSMJM6A8uP1ofGEnDIYLpn4sAP69PKsr40Ax7vT30A37TphiS58hmfb7S9TQw7DWHkezGgyLmsiD0bavfV0rWG%2FXOXStZ6N0a1um6SpZtrHdcNTF1zaFft3yw0qIftu5IsLqZFthZtr3vZ09lqOVVMMxVUHbu3Qve9%2Fym%2BrEe1hmMud8yV6xAWFtQjBPZvo4tOXPnvpjgFH%2BR6FDufAoqjAYzGuO%2FOwwYSeq%2BFHiIAlv9GsQhcXR0dbk7uovhMAqxu3zVetsoTawLSV8wRJGM%2FibiM3X9y01tIrGM2OHCOn6U2CoQNVjscoPNMO3pboirHbNFjVcuReEO9SR%2FW7IZphm7M8LND2w%2FsVw7ak%2BFxdBnytlHEh%2BoMp7LarfbPK55LZpaPO0EH2HVM6e8K41Ljm5AM5XRwrfANN1w2lB%2B7s%2Fo03q%2B05QdQCk1nhEdz63P12H%2BB6nNpiRBZuvxbiUk%2FO0qafncAiECweFq6ynUUrJlu1yuM%2FstAX4amot7ilMRS6qhjzVz745SbNGAel9szB9TQTkarS0zA95uoPURfLwuSBQscAtauxOFpcQvHZLFwajeiw%3D%3D&checksum=223542886930de8a6576b72d4cf69ea7869a1d118c56&enc=AQAEAAACQBPxNw%2BVj6nta7CKEs3N0qXO6wRGVKzLom9HJvD4Viuy5ADcKS2rj881CavxsHScQYbXeNLffF5uDZ%2FiqkkmoJAA%2FcVdvCHIQ1Vy5z1hpzdyusOqnycGeHRaWF%2BxYZEr0aqUFS0zymQFfs7xnQeKrFlavm%2BXfV8KJu3D4IWcPqeFoX1J13fCwpUd%2Bi4iSMJM6A8uP1ofGEnDIYLpn4sAP69PKsr40Ax7vT30A37TphiS58hmfb7S9TQw7DWHkezGgyLmsiD0bavfV0rWG%2FXOXStZ6N0a1um6SpZtrHdcNTF1zaFft3yw0qIftu5IsLqZFthZtr3vZ09lqOVVMMxVUHbu3Qve9%2Fym%2BrEe1hmMud8yV6xAWFtQjBPZvo4tOXPnvpjgFH%2BR6FDufAoqjAYzGuO%2FOwwYSeq%2BFHiIAlv9GsQhcXR0dbk7uovhMAqxu3zVetsoTawLSV8wRJGM%2FibiM3X9y01tIrGM2OHCOn6U2CoQNVjscoPNMO3pboirHbNFjVcuReEO9SR%2FW7IZphm7M8LND2w%2FsVw7ak%2BFxdBnytlHEh%2BoMp7LarfbPK55LZpaPO0EH2HVM6e8K41Ljm5AM5XRwrfANN1w2lB%2B7s%2Fo03q%2B05QdQCk1nhEdz63P12H%2BB6nNpiRBZuvxbiUk%2FO0qafncAiECweFq6ynUUrJlu1yuM%2FstAX4amot7ilMRS6qhjzVz745SbNGAel9szB9TQTkarS0zA95uoPURfLwuSBQscAtauxOFpcQvHZLFwajeiw%3D%3D&checksum=223542886930de8a6576b72d4cf69ea7869a1d118c56
Graham Chronofighter Prodive Chronograph Men's Watch 2CDAB.B02A.T,"257,171.47", ,https://www.ebay.com/itm/Graham-Chronofighter-Prodive-Chronograph-Mens-Watch-2CDAB-B02A-T/283579754043?_trkparms=ispr%3D1&hash=item4206aba63b:g:WMkAAOSwfyJdjREq&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qX%2F7PMPINLcjAay9tYJ%2BDackAfnNcbtYzaOSFWAfuKSIeTpYF9UA%2Bf8wDvLoKIaSUbDYKOmLTRM7XQ0fOJURVeIojwDgjWt0lG479RK4%2FTTJ3df9cDn7DiDtkAtaTsPnEdW1ef2nxp0M%2BXePoOEQkQfvxk%2FkVgPrB1EBF76nN%2BtIQheiLp6sOsCYYQ4p9Nc%2FDFwnSw2QhrPaJHAi%2BGLHQE00xpGIU31DpVge9G1WHrNFySFZ5xyMnOi66M2G33%2B83mcz9%2BnWvxOFVwModO5DE3v75hyK451JMjqWZQW2FueyPlskq9qb44xnNUDGp%2BGLajS4gx7x4Mm15UTJ0KhoTrH7zxOfGZAlM8ttxdg%2BagY3lGlAqy5nbpZNjQgFDvToyWXBEC%2FElbEb7KBgqcNPn45QJ7nGyWkMvyP%2BZAjLbc%2FSOqsIjW9juIPXomoSo2OBp7JESd4%2Bkyaohr7o2vZpBll%2F6egIUPpR0Kpx0rMHVzgK2Fub0yKUgeINW2hr7BMWeIb01XEXQJte4jzKu2ZHeOoIfKspBNzTatF3rccmMHjponwUsVVdBLtr9j9xALSVCnCywMD%2FJRKcg%2BsxolMnT%2BdkF7uv%2FXX8HjlPsDrerJZMXv5wkwWdTXiE2BtUUhUNlEMfljpr%2BKO3i1AWTKUqeh2TNzUtDvga0yI6YyRIum9qGNZcx6JWWfl05S%2FJCjY7UpS%2B5VkgrYRg2RxpMEgIqIb&checksum=283579754043de8a6576b72d4cf69ea7869a1d118c56&enc=AQAEAAACMBPxNw%2BVj6nta7CKEs3N0qX%2F7PMPINLcjAay9tYJ%2BDackAfnNcbtYzaOSFWAfuKSIeTpYF9UA%2Bf8wDvLoKIaSUbDYKOmLTRM7XQ0fOJURVeIojwDgjWt0lG479RK4%2FTTJ3df9cDn7DiDtkAtaTsPnEdW1ef2nxp0M%2BXePoOEQkQfvxk%2FkVgPrB1EBF76nN%2BtIQheiLp6sOsCYYQ4p9Nc%2FDFwnSw2QhrPaJHAi%2BGLHQE00xpGIU31DpVge9G1WHrNFySFZ5xyMnOi66M2G33%2B83mcz9%2BnWvxOFVwModO5DE3v75hyK451JMjqWZQW2FueyPlskq9qb44xnNUDGp%2BGLajS4gx7x4Mm15UTJ0KhoTrH7zxOfGZAlM8ttxdg%2BagY3lGlAqy5nbpZNjQgFDvToyWXBEC%2FElbEb7KBgqcNPn45QJ7nGyWkMvyP%2BZAjLbc%2FSOqsIjW9juIPXomoSo2OBp7JESd4%2Bkyaohr7o2vZpBll%2F6egIUPpR0Kpx0rMHVzgK2Fub0yKUgeINW2hr7BMWeIb01XEXQJte4jzKu2ZHeOoIfKspBNzTatF3rccmMHjponwUsVVdBLtr9j9xALSVCnCywMD%2FJRKcg%2BsxolMnT%2BdkF7uv%2FXX8HjlPsDrerJZMXv5wkwWdTXiE2BtUUhUNlEMfljpr%2BKO3i1AWTKUqeh2TNzUtDvga0yI6YyRIum9qGNZcx6JWWfl05S%2FJCjY7UpS%2B5VkgrYRg2RxpMEgIqIb&checksum=283579754043de8a6576b72d4cf69ea7869a1d118c56
VINTAGE MEN'S LONGINES STAINLESS STEEL WRIST WATCH CASE # 3241,"1,135.27", ,https://www.ebay.com/itm/VINTAGE-MENS-LONGINES-STAINLESS-STEEL-WRIST-WATCH-CASE-3241/174067036918?hash=item28873432f6:g:X9MAAOSwFEhdpv9n
New Breitling Premier Chronograph 42 Blue Dial Men's Watch A1331535/CA19-452A,"322,269.12", ,https://www.ebay.com/itm/New-Breitling-Premier-Chronograph-42-Blue-Dial-Mens-Watch-A1331535-CA19-452A/383092802883?hash=item59321c4543:g:SyIAAOSwRINdlnDU
New Tag Heuer Formula 1 Quartz Blue Dial Stainless Men's Watch WAZ1118.BA0875,"64,739.97",1,https://www.ebay.com/itm/New-Tag-Heuer-Formula-1-Quartz-Blue-Dial-Stainless-Mens-Watch-WAZ1118-BA0875/383171945006?epid=11019244463&hash=item5936d3e22e:g:1EYAAOSwM4pdjcAV
MENS WATCH BY NIXON RANGER WATCH ALL GUNMETAL,"2,145.36", ,https://www.ebay.com/itm/MENS-WATCH-BY-NIXON-RANGER-WATCH-ALL-GUNMETAL/303323205188?hash=item469f78ce44:g:DEEAAOSwiHRdj5G9
Bulgari Diagono Chronograph Steel Black Dial Automatic 42 mm Mens Watch DG42SVCH,"264,682.74", ,https://www.ebay.com/itm/Bulgari-Diagono-Chronograph-Steel-Black-Dial-Automatic-42-mm-Mens-Watch-DG42SVCH/143158596460?hash=item2154ead36c:g:-wMAAOSwh5Zcfagj
Graham Silverstone Stowe GMT Chronograph Automatic Men's Watch - 2BLAS.B10A,"354,102.58", ,https://www.ebay.com/itm/Graham-Silverstone-Stowe-GMT-Chronograph-Automatic-Mens-Watch-2BLAS-B10A/283644323011?hash=item420a84e4c3:g:92IAAOSwI2xbdJ1R
Vintage watch Gloria geneva Telemetre mens,536.52, ,https://www.ebay.com/itm/Vintage-watch-Gloria-geneva-Telemetre-mens/293280153373?hash=item4448dbff1d:g:tGEAAOSwaCtdpQvP
Graham Silverstone Stowe Racing Chronograph Automatic Men's Watch - 2BLDC.Y26A,"275,413.12", ,https://www.ebay.com/itm/Graham-Silverstone-Stowe-Racing-Chronograph-Automatic-Mens-Watch-2BLDC-Y26A/293280362573?hash=item4448df304d:g:-wUAAOSwBzpbmqTC
Rolex Datejust Steel Yellow Gold Brown Strap Vintage Mens Watch 1601,"258,244.51", ,https://www.ebay.com/itm/Rolex-Datejust-Steel-Yellow-Gold-Brown-Strap-Vintage-Mens-Watch-1601/333363567222?hash=item4d9e045a76:g:VUwAAOSw6MBdpk3E
